run_id,symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,units,data_kind,method,stage,mark_open_time,mark_available_at,mark_close,spot,short,average,collateral,balance,maintenance,ratio,distance,liquidation_price,liquidate,preventive,state_before,state_after,risk_events,gap_anchor_utc,gap_last_utc,mark_available_at_utc,mark_open_time_utc,equity_after_risk,equity_before_risk,estimation_method,fees,funding,gap_anchor,gap_last,liquidation_distance,liquidation_fees,margin_exit_ratio,mark_source,pending_orders_after,pending_orders_before,periodic,realized_futures,realized_spot,risk_applicable,slippage,spot_cost
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657630620000000000,2022-07-12T12:57:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,anchor,1657630560000000000,1657630620000000000,1071.38000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T12:56:00.000000000Z,2022-07-12T12:57:00.000000000Z,2022-07-12T12:57:00.000000000Z,2022-07-12T12:56:00.000000000Z,10089.25214911336395877640000,10089.25214911336395877640000,official,7.668978132,35.1066953721041302806,1657630560000000000,1657630620000000000,0.15,0,0.50,ETHUSDT-1m-2022-07.zip,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657630680000000000,2022-07-12T12:58:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,estimated,1657630620000000000,1657630680000000000,1071.38000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T12:56:00.000000000Z,2022-07-12T12:57:00.000000000Z,2022-07-12T12:58:00.000000000Z,2022-07-12T12:57:00.000000000Z,10089.05731380066395877640000,10089.05731380066395877640000,last_official,7.668978132,35.1066953721041302806,1657630560000000000,1657630620000000000,0.15,0,0.50,estimated:last_official:ETHUSDT:1657630620000000000:anchor=1657630560000000000,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657630740000000000,2022-07-12T12:59:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,recovery,1657630680000000000,1657630740000000000,1072.15000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T12:56:00.000000000Z,2022-07-12T12:57:00.000000000Z,2022-07-12T12:59:00.000000000Z,2022-07-12T12:58:00.000000000Z,10089.71824241420395877640000,10089.71824241420395877640000,official,7.668978132,35.1066953721041302806,1657630560000000000,1657630620000000000,0.15,0,0.50,ETHUSDT-1m-2022-07.zip,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631220000000000,2022-07-12T13:07:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,anchor,1657631160000000000,1657631220000000000,1074.65000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:06:00.000000000Z,2022-07-12T13:07:00.000000000Z,2022-07-12T13:07:00.000000000Z,2022-07-12T13:06:00.000000000Z,10089.80769627990395877640000,10089.80769627990395877640000,official,7.668978132,35.1066953721041302806,1657631160000000000,1657631220000000000,0.15,0,0.50,ETHUSDT-1m-2022-07.zip,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631280000000000,2022-07-12T13:08:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,estimated,1657631220000000000,1657631280000000000,1074.65000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:06:00.000000000Z,2022-07-12T13:07:00.000000000Z,2022-07-12T13:08:00.000000000Z,2022-07-12T13:07:00.000000000Z,10089.20764079520395877640000,10089.20764079520395877640000,last_official,7.668978132,35.1066953721041302806,1657631160000000000,1657631220000000000,0.15,0,0.50,estimated:last_official:ETHUSDT:1657631220000000000:anchor=1657631160000000000,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631340000000000,2022-07-12T13:09:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,recovery,1657631280000000000,1657631340000000000,1075.89000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:06:00.000000000Z,2022-07-12T13:07:00.000000000Z,2022-07-12T13:09:00.000000000Z,2022-07-12T13:08:00.000000000Z,10088.44690907070395877640000,10088.44690907070395877640000,official,7.668978132,35.1066953721041302806,1657631160000000000,1657631220000000000,0.15,0,0.50,ETHUSDT-1m-2022-07.zip,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631700000000000,2022-07-12T13:15:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,anchor,1657631640000000000,1657631700000000000,1075.28000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:14:00.000000000Z,2022-07-12T13:21:00.000000000Z,2022-07-12T13:15:00.000000000Z,2022-07-12T13:14:00.000000000Z,10087.80591823320395877640000,10087.80591823320395877640000,official,7.668978132,35.1066953721041302806,1657631640000000000,1657632060000000000,0.15,0,0.50,ETHUSDT-1m-2022-07.zip,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631760000000000,2022-07-12T13:16:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,estimated,1657631700000000000,1657631760000000000,1075.28000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:14:00.000000000Z,2022-07-12T13:21:00.000000000Z,2022-07-12T13:16:00.000000000Z,2022-07-12T13:15:00.000000000Z,10091.72910976410395877640000,10091.72910976410395877640000,last_official,7.668978132,35.1066953721041302806,1657631640000000000,1657632060000000000,0.15,0,0.50,estimated:last_official:ETHUSDT:1657631700000000000:anchor=1657631640000000000,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631820000000000,2022-07-12T13:17:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,estimated,1657631760000000000,1657631820000000000,1075.28000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:14:00.000000000Z,2022-07-12T13:21:00.000000000Z,2022-07-12T13:17:00.000000000Z,2022-07-12T13:16:00.000000000Z,10089.47925119940395877640000,10089.47925119940395877640000,last_official,7.668978132,35.1066953721041302806,1657631640000000000,1657632060000000000,0.15,0,0.50,estimated:last_official:ETHUSDT:1657631760000000000:anchor=1657631640000000000,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
run_4b9aca288342e402c7f1f990,ETHUSDT,permanent,False,1657631880000000000,2022-07-12T13:18:00.000000000Z,"{""average"":""USDT per base asset unit"",""balance"":""USDT"",""collateral"":""USDT"",""data_kind"":""identifier, label or count as column indicates"",""distance"":""dimensionless fraction"",""equity_after_risk"":""USDT"",""equity_before_risk"":""USDT"",""estimation_method"":""identifier, label or count as column indicates"",""fees"":""USDT"",""funding"":""USDT"",""funding_filter_enabled"":""boolean"",""gap_anchor"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_anchor_utc"":""ISO 8601 UTC"",""gap_last"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""gap_last_utc"":""ISO 8601 UTC"",""liquidate"":""boolean"",""liquidation_distance"":""dimensionless fraction"",""liquidation_fees"":""USDT"",""liquidation_price"":""USDT per base asset unit"",""maintenance"":""USDT"",""margin_exit_ratio"":""dimensionless fraction"",""mark_available_at"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_available_at_utc"":""ISO 8601 UTC"",""mark_close"":""USDT per base asset unit"",""mark_open_time"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""mark_open_time_utc"":""ISO 8601 UTC"",""mark_source"":""identifier, label or count as column indicates"",""method"":""identifier, label or count as column indicates"",""pending_orders_after"":""identifier, label or count as column indicates"",""pending_orders_before"":""identifier, label or count as column indicates"",""periodic"":""boolean"",""preventive"":""boolean"",""ratio"":""dimensionless fraction"",""realized_futures"":""USDT"",""realized_spot"":""USDT"",""risk_applicable"":""boolean"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""short"":""base asset units"",""slippage"":""USDT"",""spot"":""base asset units"",""spot_cost"":""USDT"",""stage"":""identifier, label or count as column indicates"",""state_after"":""identifier, label or count as column indicates"",""state_before"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC""}",historical_assumptions,last_official,estimated,1657631820000000000,1657631880000000000,1075.28000000,0.0000690,0.000,0,0E-24,,,,,,False,False,FLAT,FLAT,[],2022-07-12T13:14:00.000000000Z,2022-07-12T13:21:00.000000000Z,2022-07-12T13:18:00.000000000Z,2022-07-12T13:17:00.000000000Z,10086.92958666874395877640000,10086.92958666874395877640000,last_official,7.668978132,35.1066953721041302806,1657631640000000000,1657632060000000000,0.15,0,0.50,estimated:last_official:ETHUSDT:1657631820000000000:anchor=1657631640000000000,[],[],True,1799.459040000000000000000000,-1793.550043566058002148227712,True,1.041771442595317817682463108,0.256263821941997851772288
